,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,peanut butter,butter type_melted,baking_index
4370,0.21,1.6,460,35.0,133.0,0.99466,8.38,0.46,10.0,8,14.6,1.34,0,0,1,0,0,1,4600.0
4371,0.0,1.2,410,16.0,46.0,0.99258,9.01,0.59,12.5,6,10.8,1.32,0,1,0,1,0,0,5125.0
4372,0.69,2.8,640,17.0,35.0,0.9994,8.1,0.61,10.8,6,23.8,1.0,1,0,0,0,0,0,6912.0
4373,0.34,7.4,590,36.0,174.0,0.9963,8.46,0.62,11.1,9,13.8,1.46,1,0,0,0,0,1,6549.0
4374,0.29,1.4,420,34.0,101.0,0.99384,8.54,0.6,10.5,9,14.8,1.5,0,0,1,1,0,1,4410.0
4375,0.35,16.5,400,60.0,171.0,0.999,8.16,0.59,9.1,8,14.2,1.64,0,0,1,0,0,1,3640.0
4376,0.33,2.5,260,31.0,85.0,0.99014,8.13,0.5,11.3,9,12.0,1.23,0,0,1,0,0,1,2938.0
4377,0.2,2.4,270,27.0,117.0,0.98886,8.56,0.45,13.0,9,10.4,1.85,1,0,0,0,0,1,3510.0
4378,0.4,1.1,420,9.0,60.0,0.9915,7.89,0.5,10.6,7,15.4,1.67,0,0,1,0,0,1,4452.0
4379,0.5,4.3,460,29.0,80.0,0.9902,8.49,0.66,13.6,6,10.0,1.98,0,1,1,0,0,0,6256.0
4380,0.28,12.4,510,86.0,213.0,0.9962,8.16,0.51,9.9,8,13.0,1.1,1,0,0,0,0,1,5049.0
4381,0.27,1.6,620,17.0,140.0,0.99138,8.23,0.35,11.1,8,11.6,1.32,0,0,1,0,0,1,6882.0
4382,0.35,5.9,400,82.5,260.0,0.9941,8.12,0.66,10.1,7,12.6,1.45,1,0,0,0,0,1,4040.0
4383,0.27,11.75,300,34.0,118.0,0.9954,8.07,0.5,9.4,8,9.8,1.75,0,0,1,0,0,1,2820.0
4384,0.33,1.0,270,23.0,75.0,0.9908,8.3,0.39,11.4,9,13.0,1.51,0,0,1,1,0,1,3078.0
4385,0.62,10.8,410,70.0,189.0,0.9976,8.08,0.49,8.6,6,14.4,1.35,0,1,1,0,0,1,3526.0
4386,0.29,13.7,350,53.0,134.0,0.99567,8.17,0.38,10.6,8,12.6,1.11,0,0,1,0,0,1,3710.0
4387,0.47,2.2,640,9.0,23.0,0.99638,8.23,0.76,12.0,6,21.0,1.2,1,0,0,0,0,0,7680.0
4388,0.49,3.8,370,46.0,139.0,0.99116,8.04,0.38,11.6,8,15.4,1.23,0,0,1,0,0,1,4292.0
4389,0.18,1.5,280,20.0,111.0,0.99228,8.41,0.5,10.0,7,12.4,1.79,0,0,1,0,0,1,2800.0
4390,0.14,3.9,640,27.0,73.0,0.99669,8.32,0.48,9.2,5,12.8,1.78,1,1,0,0,0,0,5888.0
4391,0.0,2.35,640,21.0,47.0,0.99632,8.29,0.45,9.4,5,14.2,1.2,0,1,0,1,0,0,6016.0
4392,0.04,1.5,640,19.0,49.0,0.9958,8.35,0.78,9.5,5,13.8,1.29,1,1,0,0,0,0,6080.0
4393,0.49,11.7,350,40.0,131.0,0.9958,8.14,0.34,10.8,7,16.0,1.81,0,0,1,0,0,1,3780.0000000000005
4394,0.29,6.0,300,29.0,144.0,0.99474,8.68,0.46,10.7,8,12.2,1.29,0,0,1,1,0,1,3210.0
4395,0.37,14.3,630,48.0,191.0,0.9978,7.89,0.38,9.0,8,14.6,1.45,0,0,1,0,0,1,5670.0
4396,0.25,12.9,540,34.0,189.0,0.9979,8.25,0.43,9.0,6,12.2,1.34,0,0,1,0,0,1,4860.0
4397,0.2,14.9,600,37.0,162.0,0.9983,8.13,0.45,9.0,6,12.8,1.39,1,0,0,0,0,1,5400.0
4398,0.29,5.6,460,35.0,178.0,0.99313,8.25,0.51,10.5333,7,12.4,1.77,0,0,1,0,0,1,4845.318
4399,0.0,1.7,640,3.0,12.0,0.9964,8.53,0.49,10.9,5,16.4,1.89,0,0,0,0,0,0,6976.0
4400,0.34,2.7,470,64.5,218.5,0.9934,8.3,0.58,9.7,8,13.6,1.0,0,0,1,0,0,1,4559.0
4401,0.31,11.8,390,96.0,249.0,0.9976,8.07,0.52,9.5,8,16.4,1.61,0,0,1,1,0,1,3705.0
4402,0.36,8.8,260,50.0,151.0,0.9927,8.07,0.25,12.7,10,16.0,1.44,0,1,1,0,0,1,3302.0
4403,0.37,1.5,600,18.0,75.0,0.9936,8.54,0.88,10.7,7,15.0,1.37,0,0,1,1,0,1,6420.0
4404,0.17,3.0,640,5.0,13.0,0.9976,8.29,0.55,10.4,5,18.0,1.22,0,1,1,1,0,0,6656.0
4405,0.18,15.0,400,21.0,116.0,0.99736,8.14,0.5,9.2,7,12.8,1.35,0,0,1,0,0,1,3679.9999999999995
4406,0.39,1.9,360,41.0,98.0,0.99,8.19,0.43,11.9,9,13.0,1.91,0,0,1,0,0,1,4284.0
4407,0.26,6.8,490,22.0,93.0,0.9928,8.15,0.42,11.0,8,12.0,1.66,0,0,1,0,0,1,5390.0
4408,0.28,15.2,460,6.0,41.0,0.99665,8.17,0.39,10.9,8,14.4,1.15,0,0,1,0,0,1,5014.0
4409,0.31,7.4,530,32.0,211.0,0.99587,8.31,0.59,10.4,8,14.2,1.74,0,0,1,0,0,1,5512.0
4410,0.49,2.9,300,28.0,122.0,0.98926,8.13,0.4,13.0,8,13.4,1.06,0,1,1,0,0,1,3900.0
4411,0.03,2.1,640,10.0,19.0,0.9966,8.39,0.47,9.6,5,14.6,1.67,0,0,1,0,1,0,6144.0
4412,0.49,7.7,450,48.0,195.0,0.9954,8.04,0.55,11.0,8,15.8,1.39,0,0,1,0,0,1,4950.0
4413,0.32,6.3,480,47.0,159.0,0.99282,8.21,0.6,11.0,8,12.4,1.68,0,0,1,0,0,1,5280.0
4414,0.32,11.3,380,69.0,192.0,0.99573,8.14,0.5,10.2,8,12.8,1.4,0,0,1,0,0,1,3875.9999999999995
4415,0.38,8.7,640,49.0,199.0,0.99711,7.98,0.57,9.4,7,15.0,1.31,1,0,0,0,0,1,6016.0
4416,0.74,1.8,330,33.0,156.0,0.991,8.29,0.52,12.8,8,15.6,1.32,1,0,0,0,0,1,4224.0
4417,0.3,6.5,280,27.0,87.0,0.9936,8.4,0.42,11.4,9,14.0,1.53,1,0,0,0,0,1,3192.0
4418,0.29,14.4,440,54.0,177.0,0.9991,8.17,0.58,8.9,8,13.2,1.68,1,0,0,0,0,1,3916.0
4419,0.05,2.2,640,13.0,29.0,0.9959,8.22,0.55,9.9,6,15.8,1.94,0,0,0,0,1,0,6336.0
4420,0.35,16.5,400,60.0,171.0,0.999,8.16,0.59,9.1,8,14.2,1.69,0,0,1,0,0,1,3640.0
4421,0.35,7.7,310,36.0,135.0,0.9938,8.19,0.37,10.5,7,13.2,1.21,0,0,1,0,0,1,3255.0
4422,0.45,2.5,640,20.0,88.0,0.99918,8.15,0.43,9.4,5,20.0,1.2,1,0,0,0,0,0,6016.0
4423,0.11,1.5,640,11.0,39.0,0.9968,8.42,0.58,9.6,5,15.0,1.56,1,1,0,0,0,0,6144.0
4424,0.49,7.4,390,46.0,108.0,0.9934,8.03,0.33,11.9,9,16.8,1.47,0,0,1,0,0,1,4641.0
4425,0.3,6.8,560,26.0,105.0,0.9954,8.44,0.4,9.6,8,14.4,1.49,0,0,1,1,0,1,5376.0
4426,0.33,4.1,350,26.0,155.0,0.9925,8.25,0.79,12.3,10,13.8,1.35,1,0,0,0,0,1,4305.0
4427,0.62,10.6,360,56.0,153.0,0.9978,8.13,0.44,8.9,8,15.4,1.95,1,0,0,0,0,1,3204.0
4428,0.05,2.6,540,36.0,146.0,0.9948,8.43,0.5,9.2,8,11.8,1.92,1,1,0,0,0,1,4968.0
4429,0.38,1.5,580,10.0,29.0,0.9962,8.26,0.74,9.8,5,16.4,1.53,1,0,0,0,0,0,5684.0
4430,0.34,8.9,480,32.0,111.0,0.99455,8.25,0.54,11.0,9,13.4,1.4,0,0,1,0,0,1,5280.0
4431,0.33,1.9,350,39.0,138.0,0.991,8.17,0.44,11.7,9,14.8,1.84,0,0,1,0,0,1,4094.9999999999995
4432,0.38,1.2,290,31.0,132.0,0.98895,8.28,0.36,12.4,8,10.8,1.46,0,0,1,0,0,1,3596.0
4433,0.23,7.1,410,20.0,97.0,0.99246,8.1,0.85,11.4,8,13.8,1.86,0,0,1,0,0,1,4674.0
4434,0.52,2.2,640,12.0,35.0,1.0006,8.1,0.56,9.0,6,26.4,1.69,0,1,1,0,0,0,5760.0
4435,0.3,1.2,290,25.0,93.0,0.98742,8.31,0.4,13.6,9,10.8,1.38,1,0,0,0,0,1,3944.0
4436,0.24,5.6,330,23.0,120.0,0.99334,7.92,0.66,10.3,9,14.4,1.6,1,0,0,0,0,1,3399.0000000000005
4437,0.24,3.3,410,25.0,143.0,0.9914,8.31,0.44,11.3,8,12.0,1.97,1,0,0,0,0,1,4633.0
4438,0.35,5.4,480,36.0,108.0,0.9939,8.32,0.42,10.2,8,13.8,1.78,0,0,1,1,0,1,4896.0
4439,0.02,1.8,500,5.0,11.0,0.9962,8.48,0.52,9.5,5,13.6,1.42,0,1,1,1,0,0,4750.0
4440,0.3,5.4,450,26.0,105.0,0.99469,8.32,0.45,9.3,7,11.4,1.27,0,0,1,1,0,1,4185.0
4441,0.29,1.8,320,26.0,74.0,0.98889,7.96,0.35,13.0,10,14.6,1.72,0,1,1,0,0,1,4160.0
4442,0.74,12.8,450,24.0,126.0,0.9942,8.26,0.38,12.2,10,14.0,1.15,0,0,1,1,0,1,5490.0
4443,0.29,10.3,390,41.0,98.0,0.99564,8.19,0.38,9.8,10,14.0,1.07,0,0,1,1,0,1,3822.0000000000005
4444,0.35,7.7,560,45.0,191.0,0.99527,8.16,0.5,9.5,7,12.8,1.01,0,0,1,0,0,1,5320.0
4445,0.37,1.4,640,8.0,23.0,0.9974,8.26,0.7,9.6,6,16.6,1.5,0,0,1,0,0,0,6144.0
4446,0.31,1.7,350,24.0,79.0,0.99053,8.27,0.69,11.4,9,13.0,1.57,0,0,1,0,0,1,3990.0
4447,0.22,1.3,490,25.0,155.0,0.99296,8.74,0.43,10.0,7,11.2,1.55,0,0,1,0,0,1,4900.0
4448,0.37,3.4,230,19.0,87.0,0.9902,8.14,0.53,12.7,8,13.6,1.7,1,0,0,0,0,1,2921.0
4449,0.49,8.2,550,49.0,188.0,0.9974,8.52,0.58,9.7,8,14.8,1.08,1,0,0,0,0,1,5335.0
4450,0.74,5.0,380,35.0,157.0,0.9945,8.21,0.46,9.9,7,13.4,1.48,1,0,0,0,0,1,3762.0
4451,0.49,8.1,520,48.0,197.0,0.99558,8.19,0.48,9.5,7,13.4,1.51,0,0,1,0,0,1,4940.0
4452,0.41,1.0,420,14.0,59.0,0.9922,7.96,0.25,10.5,8,18.4,1.88,0,0,1,0,0,1,4410.0
4453,0.37,7.9,250,38.0,107.0,0.99306,7.93,0.37,11.9,8,16.6,1.52,0,0,1,1,0,1,2975.0
4454,0.33,10.4,310,47.0,194.0,0.99692,8.07,0.58,9.6,8,15.6,1.89,1,0,0,0,0,1,2976.0
4455,0.24,1.9,340,10.0,53.0,0.98815,8.32,0.5,13.5,9,11.2,1.13,0,1,1,0,0,1,4590.0
4456,0.4,1.6,470,5.0,133.0,0.993,8.23,0.7,11.4,8,13.6,1.39,0,0,1,0,0,1,5358.0
4457,0.42,12.0,640,24.0,131.0,0.99727,8.19,0.34,9.3,7,13.8,1.27,0,1,1,1,0,1,5952.0
4458,0.26,2.0,640,31.0,131.0,0.99622,8.21,0.52,9.9,5,15.6,1.92,0,1,1,1,0,0,6336.0
4459,0.37,1.2,340,5.0,57.0,0.99256,8.05,0.54,10.4,5,15.2,1.11,0,1,1,0,0,1,3536.0
4460,0.29,5.2,640,19.0,92.0,0.99138,7.95,0.39,12.5,8,16.4,1.89,1,0,0,0,0,1,8000.0
4461,0.39,1.4,340,19.0,102.0,0.99121,8.23,0.6,11.3,9,13.6,1.45,0,0,1,1,0,1,3842.0000000000005
4462,0.4,2.4,520,4.0,10.0,0.99356,8.33,0.7,12.8,7,16.4,1.28,0,0,1,0,0,0,6656.0
4463,0.34,2.0,640,12.0,25.0,0.99516,8.26,0.84,11.7,7,18.2,1.98,1,0,0,0,0,0,7488.0
4464,0.26,8.8,270,23.0,112.0,0.9931,7.98,0.41,11.4,8,14.8,1.94,0,0,1,0,0,1,3078.0
4465,0.35,2.0,460,31.0,95.0,0.98822,8.06,0.46,13.6,8,12.4,1.78,1,0,0,0,0,1,6256.0
4466,0.28,1.1,180,18.0,72.0,0.9926,7.97,0.35,10.4,7,17.6,1.47,0,0,1,0,0,1,1872.0
4467,0.33,7.6,500,53.0,189.0,0.9966,8.25,0.49,8.6,7,13.0,1.46,0,0,1,1,0,1,4300.0
4468,0.26,7.8,310,23.0,90.0,0.9944,8.13,0.5,10.4,7,15.4,1.25,1,0,0,0,0,1,3224.0
4469,0.27,2.6,330,25.0,85.0,0.99086,8.05,0.34,11.7,8,13.4,1.49,0,1,1,0,0,1,3860.9999999999995
4470,0.35,0.6,420,11.0,71.0,0.9926,8.08,0.38,10.6,7,17.4,1.63,0,0,1,0,0,1,4452.0
4471,0.43,2.3,590,15.0,31.0,0.9966,8.15,0.57,11.0,5,20.0,1.04,0,1,0,1,0,0,6490.0
4472,0.33,1.9,470,20.0,101.0,0.9914,8.1,0.46,11.1,8,13.6,1.41,0,0,1,0,0,1,5217.0
4473,0.18,10.6,450,57.0,159.0,0.99666,8.09,0.54,9.2,7,12.6,1.28,0,0,1,0,0,1,4140.0
4474,0.25,1.7,480,39.0,177.0,0.99212,8.28,0.57,10.5667,7,13.0,1.87,1,1,0,0,0,1,5072.0160000000005
4475,0.37,7.0,570,35.0,208.0,0.9973,8.57,0.55,10.2,7,13.6,1.05,0,0,1,0,0,1,5814.0
4476,0.0,2.7,640,15.0,33.0,0.99538,8.44,0.63,11.3,6,13.6,1.06,0,1,1,1,0,0,7232.0
4477,0.25,2.0,640,19.0,59.0,0.99612,8.3,0.48,10.2,5,16.0,1.57,1,1,0,0,0,0,6528.0
4478,0.22,3.3,480,41.0,161.0,0.99256,8.16,0.5,10.5,8,12.6,1.06,0,0,1,0,0,1,5040.0
4479,0.24,1.4,460,17.0,77.0,0.99319,8.66,0.57,10.3,8,12.2,1.88,0,0,1,1,0,1,4738.0
4480,0.46,0.9,360,63.0,147.0,0.99126,8.02,0.41,10.7,8,15.2,1.13,0,0,1,1,0,1,3851.9999999999995
4481,0.27,2.4,480,30.0,149.0,0.9936,8.1,0.51,9.2,8,14.4,1.82,0,0,1,0,0,1,4416.0
4482,0.09,1.4,390,53.0,141.0,0.99206,8.12,0.44,10.1,7,13.4,1.72,1,0,0,0,0,1,3939.0
4483,0.36,8.2,280,44.0,111.0,0.99272,8.14,0.41,12.4,8,14.6,1.02,0,0,1,1,0,1,3472.0
4484,0.01,2.7,340,56.0,122.0,0.9906,8.15,0.3,11.9,7,13.2,1.25,1,1,0,0,0,1,4046.0
4485,0.32,7.6,450,61.0,204.0,0.99543,8.1,0.55,10.1,8,16.0,1.53,0,0,1,0,0,1,4545.0
4486,0.28,2.2,420,33.0,93.0,0.9914,8.31,0.43,11.1,8,12.8,1.13,0,0,1,1,0,1,4662.0
4487,0.24,1.9,430,70.0,154.0,0.99273,8.18,0.52,10.5,7,13.6,1.3,0,0,1,0,0,1,4515.0
4488,0.28,6.3,340,45.0,152.0,0.9921,8.29,0.46,11.6,9,12.6,1.93,1,0,0,0,0,1,3944.0
4489,0.38,1.6,640,34.0,182.0,0.9968,8.23,0.38,8.5,5,18.2,1.2,1,1,0,0,0,1,5440.0
4490,0.26,2.3,300,11.0,103.0,0.99106,8.06,0.42,11.1,8,13.8,1.93,1,0,0,0,0,1,3330.0
4491,0.14,2.7,420,27.0,160.0,0.9931,8.46,0.51,10.6,9,11.8,1.19,0,1,1,0,0,1,4452.0
4492,0.35,5.5,540,37.0,183.0,0.99474,8.08,0.5,10.3,7,14.4,1.21,0,0,1,0,0,1,5562.0
4493,0.31,7.5,520,55.0,230.0,0.9949,8.19,0.46,9.8,7,11.6,1.33,1,0,0,0,0,1,5096.0
4494,0.33,1.2,450,71.0,162.0,0.9914,8.07,0.47,11.0,8,16.0,2.0,0,0,1,1,0,1,4950.0
4495,0.32,7.6,380,48.0,203.0,0.9958,8.45,0.54,9.7,9,13.0,1.41,0,0,1,0,0,1,3685.9999999999995
4496,0.22,5.1,370,23.0,131.0,0.9944,8.29,0.32,10.1,7,12.8,1.57,0,0,1,0,0,1,3737.0
4497,0.24,1.4,570,17.0,117.0,0.9928,8.16,0.35,10.5,7,14.4,1.04,1,0,0,0,0,1,5985.0
4498,0.29,3.1,410,37.0,144.0,0.98944,8.22,0.39,12.8,9,12.0,1.13,0,0,1,0,0,1,5248.0
4499,0.38,2.1,580,14.0,167.0,0.994,8.21,0.55,9.9,7,15.6,1.02,0,0,1,0,0,1,5742.0
4500,0.28,1.6,500,33.0,137.0,0.9929,8.31,0.56,10.5,8,14.8,1.48,1,0,0,0,0,1,5250.0
4501,0.74,11.9,460,54.0,168.0,0.9978,8.58,0.68,10.1,7,12.8,1.98,0,0,1,1,0,1,4646.0
4502,0.21,1.65,640,40.0,240.0,0.9938,8.11,0.57,9.3,7,13.4,1.04,0,1,1,1,0,1,5952.0
4503,0.42,5.1,360,7.0,77.0,0.9939,8.16,0.52,11.7,7,16.8,1.03,0,0,1,1,0,1,4212.0
4504,0.28,1.6,520,46.0,169.0,0.9926,8.05,0.41,10.5,7,14.2,1.24,0,0,1,0,0,1,5460.0
4505,0.39,17.95,570,45.0,149.0,0.9999,8.21,0.36,8.6,7,14.6,1.3,0,0,1,0,0,1,4902.0
4506,0.33,5.0,450,30.0,131.0,0.9942,8.32,0.44,10.9,8,15.0,1.62,1,0,0,0,0,1,4905.0
4507,0.21,1.0,440,13.0,98.0,0.99345,8.14,0.46,9.2,7,12.4,1.09,0,1,1,0,0,1,4047.9999999999995
4508,0.39,2.4,480,25.0,157.0,0.99133,8.2,0.54,11.1,9,13.8,1.16,1,0,0,0,0,1,5328.0
4509,0.39,6.7,360,6.0,117.0,0.9938,8.12,0.42,10.7,7,15.8,1.48,0,0,1,0,0,1,3851.9999999999995
4510,0.23,1.1,440,38.0,180.0,0.98924,8.28,0.34,11.9,8,9.6,1.23,0,0,1,0,0,1,5236.0
4511,0.2,5.6,640,61.0,183.0,0.99459,8.24,0.43,9.5,7,12.8,1.51,1,0,0,0,0,1,6080.0
4512,0.03,1.8,580,4.0,8.0,0.9972,8.36,0.33,9.1,4,15.8,1.53,0,0,1,0,1,0,5278.0
4513,0.4,2.2,580,6.0,10.0,0.99536,8.31,0.68,11.2,7,16.4,1.95,1,0,0,0,0,0,6496.0
4514,0.35,2.8,380,10.0,164.0,0.9912,8.09,0.53,12.0,8,13.6,1.29,1,0,0,0,0,1,4560.0
4515,0.26,1.9,640,42.0,140.0,0.9964,8.23,0.54,9.5,5,15.8,1.33,1,1,0,0,0,0,6080.0
4516,0.4,22.0,480,48.0,167.0,1.001,7.93,0.5,8.7,7,13.6,1.24,0,0,1,0,0,1,4176.0
4517,0.24,6.9,640,9.0,117.0,0.9942,8.15,0.35,10.2,6,12.6,1.32,1,0,0,0,0,1,6528.0
4518,0.39,2.3,330,29.0,102.0,0.9908,8.26,0.54,12.3,9,14.4,1.28,0,0,1,0,0,1,4059.0000000000005
4519,0.25,2.5,640,35.0,155.0,1.001,8.41,0.67,11.2,5,19.6,1.51,0,0,1,0,1,0,7168.0
4520,0.65,1.4,460,28.0,157.0,0.9946,8.33,0.62,9.4,8,14.6,1.15,0,0,1,1,0,1,4324.0
4521,0.73,14.35,440,27.0,191.0,1.00013,7.96,0.88,8.7,7,17.4,1.74,1,0,0,0,0,1,3827.9999999999995
4522,0.6,2.1,640,12.0,90.0,0.9973,8.2,0.52,9.2,5,16.8,1.65,0,1,1,1,0,0,5888.0
4523,0.3,11.2,460,53.0,149.0,0.99479,8.21,0.34,10.8,7,12.8,1.2,0,0,1,0,0,1,4968.0
4524,0.38,1.5,320,28.0,112.0,0.9914,8.25,0.55,11.4,9,13.2,1.24,0,0,1,1,0,1,3648.0
4525,0.27,1.4,410,51.0,117.0,0.9909,8.28,0.38,11.2,8,12.4,1.4,0,0,1,1,0,1,4592.0
4526,0.14,8.3,320,35.0,164.0,0.9918,8.53,0.51,12.5,10,10.0,1.04,1,1,0,0,0,1,4000.0
4527,0.34,6.4,500,36.0,163.0,0.9937,8.19,0.7,11.5,8,15.4,1.24,0,0,1,0,0,1,5750.0
4528,0.3,5.3,540,44.0,161.0,0.9941,8.12,0.48,10.3,8,14.8,1.6,0,0,1,0,0,1,5562.0
4529,1.0,19.6,300,28.0,135.0,0.9973,8.24,0.4,12.0,8,15.4,1.53,0,1,1,0,0,1,3600.0
4530,0.74,7.5,440,59.0,160.0,0.996,8.22,0.64,10.0,8,15.6,1.24,0,0,1,0,0,1,4400.0
4531,0.32,2.0,620,15.0,28.0,0.9947,8.23,0.73,11.3,7,14.4,1.54,1,0,0,0,0,0,7006.0
4532,0.59,1.4,370,40.0,120.0,0.9918,8.34,0.41,11.1,9,14.0,1.48,0,0,1,0,0,1,4107.0
4533,0.28,4.4,290,14.0,107.0,0.99347,8.24,0.46,10.4,10,13.8,1.69,0,0,1,1,0,1,3016.0
4534,0.49,4.6,640,10.0,17.0,1.0002,8.07,0.56,11.7,6,21.8,1.82,1,1,0,0,0,0,7488.0
4535,0.3,8.0,280,33.0,122.0,0.99164,8.13,0.63,12.6,9,13.6,1.28,1,0,0,0,0,1,3528.0
4536,0.48,2.1,520,5.0,9.0,0.99458,8.2,0.69,12.1,7,20.4,1.31,1,0,0,0,0,0,6292.0
4537,0.39,14.2,580,49.0,192.0,0.9979,7.98,0.48,9.0,9,14.4,1.55,0,0,1,0,0,1,5220.0
4538,0.01,1.9,640,8.0,25.0,0.99746,8.69,0.73,10.5,5,13.2,1.99,0,1,1,1,0,0,6720.0
4539,0.26,14.0,430,41.0,248.0,0.9986,8.03,0.57,8.7,8,16.0,1.74,0,0,1,0,0,1,3740.9999999999995
4540,0.76,4.2,640,7.0,38.0,1.0004,8.22,0.6,13.0,7,24.0,1.49,1,0,0,0,0,0,8320.0
4541,0.1,2.6,530,13.0,27.0,0.99362,8.57,0.5,11.9,5,12.2,1.15,0,1,0,1,0,0,6307.0
4542,0.3,5.5,380,15.0,129.0,0.9948,8.14,0.49,9.6,8,12.8,1.38,0,0,1,0,0,1,3648.0
4543,0.19,1.8,640,15.0,34.0,0.99655,8.49,0.68,10.5,5,14.8,1.2,1,1,0,0,0,0,6720.0
4544,0.17,5.1,490,26.0,82.0,0.993,8.0,0.38,9.8,8,13.6,1.35,0,0,1,1,0,1,4802.0
4545,0.28,11.8,420,54.0,137.0,0.99492,8.18,0.37,10.8,8,13.2,1.96,0,0,1,1,0,1,4536.0
4546,0.45,3.8,270,21.0,128.0,0.992,8.55,0.49,11.2,10,10.4,1.29,0,0,1,0,0,1,3024.0
4547,0.28,14.7,470,49.0,198.0,0.9977,8.23,0.46,9.5,7,12.6,1.84,1,0,0,0,0,1,4465.0
4548,0.2,6.1,630,47.0,164.0,0.9946,8.17,0.42,10.0,7,14.2,1.35,1,0,0,0,0,1,6300.0
4549,0.19,8.2,510,53.0,187.0,0.996,8.16,0.52,9.7,7,14.2,1.89,0,0,1,0,0,1,4947.0
4550,0.3,14.9,510,33.0,118.0,0.99835,8.04,0.54,9.0,8,13.2,1.56,0,0,1,0,0,1,4590.0
4551,0.35,1.9,370,16.0,120.0,0.9933,8.16,0.69,10.6,7,12.0,1.32,0,0,1,0,0,1,3922.0
4552,0.4,2.2,600,12.0,20.0,0.99474,8.26,0.64,11.8,6,15.0,1.77,1,1,0,0,0,0,7080.0
4553,0.3,2.1,380,18.0,130.0,0.9928,8.36,0.63,10.6,8,13.4,1.95,1,0,0,0,0,1,4028.0
4554,0.14,5.2,580,15.0,97.0,0.9951,8.38,0.36,9.0,6,12.8,1.96,1,1,0,0,0,1,5220.0
4555,0.34,13.4,440,45.0,139.0,0.99752,8.06,0.43,9.1,8,12.8,1.24,0,0,1,1,0,1,4004.0
4556,0.06,6.0,600,11.0,18.0,0.9962,8.41,0.59,10.8,7,13.6,1.08,1,1,0,0,0,0,6480.0
4557,0.32,2.1,620,31.0,54.0,0.99728,8.3,0.65,10.0,7,14.6,1.08,0,1,1,0,0,0,6200.0
4558,0.25,13.9,500,45.0,199.0,0.9984,8.34,0.5,9.8,8,15.2,1.84,0,0,1,0,0,1,4900.0
4559,0.3,4.8,490,14.0,85.0,0.9932,8.28,0.39,10.6,7,12.6,1.83,1,0,0,0,0,1,5194.0
4560,0.49,2.5,640,38.0,142.0,0.9978,8.22,0.55,9.4,5,18.6,1.61,0,1,1,0,0,0,6016.0
4561,0.25,12.2,400,29.0,136.0,0.99552,8.05,0.65,10.4,8,13.8,1.88,0,0,1,0,0,1,4160.0
4562,0.57,3.4,640,4.0,10.0,0.9971,8.04,0.63,9.6,5,20.4,1.97,0,1,1,0,0,0,6144.0
4563,0.0,1.8,640,16.0,34.0,0.9972,8.47,0.7,9.9,6,14.2,1.71,0,1,1,1,0,0,6336.0
4564,0.3,1.8,360,28.0,117.0,0.99269,8.24,0.48,11.0,8,13.8,1.06,1,0,0,0,0,1,3960.0
4565,0.34,1.6,260,27.0,109.0,0.9934,8.34,0.58,10.1,8,13.4,1.81,0,0,1,1,0,1,2626.0
4566,0.32,1.3,540,27.0,183.0,0.99266,8.3,0.43,10.1,7,12.4,1.2,1,0,0,0,0,1,5454.0
4567,0.42,12.0,640,24.0,131.0,0.99727,8.19,0.34,9.3,7,13.8,1.27,0,1,1,1,0,1,5952.0
4568,0.21,1.9,500,29.0,122.0,0.9928,8.42,0.52,10.5,8,12.0,1.98,0,1,1,0,0,1,5250.0
4569,0.49,4.5,470,17.0,90.0,0.9919,8.27,0.37,11.6,8,12.4,1.07,0,0,1,1,0,1,5452.0
4570,0.32,10.5,450,35.0,135.0,0.9935,8.09,0.33,11.6,10,14.0,1.39,1,0,0,0,0,1,5220.0
4571,0.74,7.8,450,52.0,209.0,0.9956,8.21,0.42,9.2,8,12.8,1.97,0,0,1,0,0,1,4140.0
4572,0.16,1.4,510,15.0,96.0,0.994,8.22,0.38,9.5,6,13.8,1.22,1,0,0,0,0,1,4845.0
4573,0.24,3.85,310,5.0,34.0,0.99098,8.01,0.36,11.8,6,15.0,1.16,1,0,0,0,0,1,3658.0
4574,0.24,3.8,380,61.0,152.0,0.99139,8.31,0.5,11.3,9,11.8,1.61,0,0,1,0,0,1,4294.0
4575,0.31,14.5,450,39.0,193.0,0.9986,8.1,0.5,9.2,8,14.8,1.44,0,0,1,1,0,1,4140.0
4576,0.28,4.0,280,46.0,100.0,0.98958,8.2,0.5,13.2,9,15.0,1.97,1,0,0,0,0,1,3696.0
4577,0.17,12.9,330,59.0,186.0,0.99754,8.08,0.49,9.4,7,13.8,1.28,0,1,1,0,0,1,3102.0
4578,0.41,1.1,600,36.0,104.0,0.99317,7.99,0.39,9.2,7,13.8,1.02,0,0,1,0,0,1,5520.0
4579,0.33,4.6,500,33.0,131.0,0.9942,8.28,0.4,9.6,8,14.2,1.74,0,0,1,1,0,1,4800.0
4580,0.39,7.5,550,42.0,218.0,0.99652,8.37,0.54,10.3,7,14.0,1.48,1,0,0,0,0,1,5665.0
4581,0.37,9.1,370,16.0,76.0,0.9948,8.05,0.54,11.1,7,13.8,1.51,0,0,1,0,0,1,4107.0
4582,0.36,4.9,350,31.0,185.0,0.9946,8.15,0.49,9.7,7,12.6,1.72,1,0,0,0,0,1,3394.9999999999995
